apg,college,draft_year,gp,mp,mpg,player,ppg,rank,rbg,team,ws,ws_48,yrs
0.4,,2008,69,928,13.4,Semih Erden,3.8,60,2.8,BOS,1.8,.094,2
3.8,University of Oklahoma,2009,349,12427,35.6,Blake Griffin,21.6,1,9.8,LAC,47.1,.182,5
0.1,University of Connecticut,2009,224,2357,10.5,Hasheem Thabeet,2.2,2,2.7,MEM,4.8,.099,5
4.2,Arizona State University,2009,412,13119,31.8,James Harden,18.8,3,4.1,OKC,55.0,.201,6
4.9,University of Memphis,2009,368,12328,33.5,Tyreke Evans,16.8,4,4.9,SAC,18.6,.072,6
8.2,,2009,185,5877,31.8,Ricky Rubio,10.1,5,4.2,MIN,11.0,.090,4
3.9,Syracuse University,2009,163,3738,22.9,Jonny Flynn,9.2,6,1.9,MIN,-1.1,-0.015,3
6.8,Davidson College,2009,374,13205,35.3,Stephen Curry,20.6,7,4.2,GSW,45.6,.166,6
0.6,University of Arizona,2009,300,5418,18.1,Jordan Hill,7.5,8,5.6,NYK,12.5,.111,6
2.2,University of Southern California,2009,402,13386,33.3,DeMar DeRozan,16.9,9,3.7,TOR,22.7,.081,6
6.1,,2009,409,13880,33.9,Brandon Jennings,16.6,10,3.3,MIL,26.5,.092,6
2.4,University of Louisville,2009,153,2922,19.1,Terrence Williams,7.1,11,3.6,NJN,-0.2,-0.004,4
2.0,Duke University,2009,350,9470,27.1,Gerald Henderson,11.8,12,3.3,CHA,12.1,.061,6
0.5,University of North Carolina,2009,344,6302,18.3,Tyler Hansbrough,7.6,13,4.6,IND,17.0,.130,6
0.5,University of Louisville,2009,251,3537,14.1,Earl Clark,4.4,14,3.0,PHO,2.9,.040,5
0.7,Gonzaga University,2009,285,4056,14.2,Austin Daye,5.2,15,2.6,DET,4.4,.052,6
1.6,Wake Forest University,2009,308,5771,18.7,James Johnson,6.7,16,3.4,CHI,9.0,.075,6
6.1,"University of California, Los Angeles",2009,369,12180,33.0,Jrue Holiday,13.7,17,3.6,PHI,18.9,.075,6
6.4,University of North Carolina,2009,380,11735,30.9,Ty Lawson,14.3,18,2.9,MIN,35.1,.143,6
4.9,Wake Forest University,2009,403,10200,25.3,Jeff Teague,11.2,19,2.0,ATL,24.9,.117,6
2.8,Virginia Commonwealth University,2009,267,3896,14.6,Eric Maynor,4.3,20,1.3,UTA,3.3,.041,5
5.0,"University of California, Los Angeles",2009,413,12099,29.3,Darren Collison,12.3,21,2.7,NOH,26.2,.104,6
0.7,,2009,75,1046,13.9,Victor Claver,3.3,22,2.3,POR,0.1,.005,3
1.1,,2009,354,7233,20.4,Omri Casspi,7.7,23,3.8,SAC,10.6,.071,6
0.8,Ohio State University,2009,189,3446,18.2,Byron Mullens,7.4,24,4.2,DAL,0.6,.008,5
2.1,,2009,182,2896,15.9,Rodrigue Beaubois,7.1,25,1.9,OKC,4.8,.079,4
0.9,University of Southern California,2009,405,9973,24.6,Taj Gibson,9.2,26,6.2,CHI,26.1,.126,6
1.1,University of Missouri,2009,282,5788,20.5,DeMarre Carroll,6.9,27,3.6,MEM,13.3,.110,6
1.0,University of North Carolina,2009,344,6220,18.1,Wayne Ellington,6.4,28,1.9,MIN,6.2,.048,6
2.2,Florida State University,2009,297,5678,19.1,Toney Douglas,7.8,29,2.2,LAL,9.0,.076,5
0.8,,2009,51,1049,20.6,Christian Eyenga,6.3,30,2.7,CLE,-0.4,-0.020,2
0.5,Arizona State University,2009,194,2066,10.6,Jeff Pendergraph,3.1,31,2.9,SAC,5.8,.134,5
0.7,University of Central Florida,2009,65,786,12.1,Jermaine Taylor,5.4,32,1.7,WAS,0.2,.014,2
0.7,Villanova University,2009,390,7694,19.7,Dante Cunningham,6.1,33,3.8,POR,14.3,.089,6
,,2009,,,,Sergio Llull,,34,,DEN,,,
0.3,Georgetown University,2009,83,820,9.9,DaJuan Summers,3.3,35,1.0,DET,-0.1,-0.008,4
0.7,University of Pittsburgh,2009,249,3966,15.9,Sam Young,5.8,36,2.3,MEM,5.2,.063,4
0.9,University of Pittsburgh,2009,380,6720,17.7,DeJuan Blair,7.3,37,5.4,SAS,19.1,.136,6
0.3,University of Washington,2009,150,1570,10.5,Jon Brockman,2.1,38,3.1,POR,3.7,.113,3
0.7,,2009,295,5937,20.1,Jonas Jerebko,7.3,39,4.3,DET,12.9,.105,5
0.7,Xavier University,2009,171,2554,14.9,Derrick Brown,5.2,40,2.4,CHA,4.5,.085,3
1.1,University of Kentucky,2009,374,9114,24.4,Jodie Meeks,9.8,41,2.2,MIL,18.7,.099,6
2.9,University of Arkansas,2009,126,3374,26.8,Patrick Beverley,9.1,42,3.5,LAL,9.2,.130,3
1.5,Louisiana State University,2009,367,9289,25.3,Marcus Thornton,13.0,43,2.9,MIA,17.2,.089,6
1.2,University of Arizona,2009,307,6299,20.5,Chase Budinger,8.6,44,3.2,DET,11.0,.084,6
2.8,University of Florida,2009,88,1355,15.4,Nick Calathes,4.5,45,1.7,MIN,1.6,.057,2
1.5,University of North Carolina,2009,283,6865,24.3,Danny Green,9.4,46,3.2,CLE,19.0,.133,6
,,2009,,,,Henk Norel,,47,,MIN,,,
0.1,University of Oklahoma,2009,8,32,4.0,Taylor Griffin,1.3,48,0.3,PHO,0.0,-0.039,1
,,2009,,,,Sergiy Gladyr,,49,,ATL,,,
,Michigan State University,2009,,,,Goran Suton,,50,,UTA,,,
,University of Miami,2009,,,,Jack McClinton,,51,,SAS,,,
2.2,University of Connecticut,2009,256,3885,15.2,A.J. Price,5.9,52,1.5,IND,4.8,.060,6
1.7,,2009,119,1414,11.9,Nando De Colo,3.8,53,1.8,SAS,2.4,.081,2
,University of Alabama at Birmingham,2009,,,,Robert Vaden,,54,,CHA,,,
1.6,Saint Mary's College of California,2009,240,3518,14.7,Patrick Mills,7.4,55,1.4,POR,9.2,.126,6
,Saint Joseph's University,2009,,,,Ahmad Nivins,,56,,DAL,,,
,,2009,,,,Emir Preldzic,,57,,PHO,,,
1.3,University of Tennessee at Martin,2009,52,538,10.3,Lester Hudson,4.8,58,1.3,BOS,0.0,.003,3
,Texas A&M University,2009,,,,Chinemelu Elonu,,59,,LAL,,,
,University of Memphis,2009,,,,Robert Dozier,,60,,MIA,,,
8.5,University of Kentucky,2010,307,11028,35.9,John Wall,17.6,1,4.3,WAS,22.5,.098,5
3.2,Ohio State University,2010,344,9801,28.5,Evan Turner,10.9,2,5.1,PHI,8.7,.043,5
0.9,Georgia Institute of Technology,2010,331,8063,24.4,Derrick Favors,10.3,3,7.1,NJN,19.6,.117,5
1.4,Syracuse University,2010,311,7846,25.2,Wesley Johnson,8.3,4,3.3,MIN,5.4,.033,5
2.5,University of Kentucky,2010,319,9782,30.7,DeMarcus Cousins,18.4,5,10.4,SAC,20.9,.102,5
0.7,Baylor University,2010,256,4494,17.6,Ekpe Udoh,4.1,6,3.3,GSW,5.5,.059,5
2.3,Georgetown University,2010,348,10832,31.1,Greg Monroe,14.1,7,9.1,DET,28.7,.127,5
1.1,Wake Forest University,2010,339,7553,22.3,Al-Farouq Aminu,6.3,8,5.2,LAC,9.4,.060,5
3.3,Butler University,2010,328,9577,29.2,Gordon Hayward,12.8,9,3.6,UTA,19.0,.095,5
2.9,"California State University, Fresno",2010,286,9093,31.8,Paul George,15.3,10,6.1,IND,28.2,.149,4
0.4,University of Kansas,2010,164,1525,9.3,Cole Aldrich,2.6,11,2.9,NOH,3.3,.105,5
0.6,University of Kansas,2010,185,2905,15.7,Xavier Henry,5.7,12,1.9,MEM,0.8,.012,5
0.7,University of North Carolina,2010,316,6713,21.2,Ed Davis,7.0,13,6.0,TOR,18.8,.134,5
1.1,University of Kentucky,2010,292,6700,22.9,Patrick Patterson,8.3,14,4.7,HOU,15.2,.109,5
0.7,Virginia Commonwealth University,2010,233,4622,19.8,Larry Sanders,6.5,15,5.8,MIL,10.4,.108,5
0.5,"University of Nevada, Reno",2010,187,2360,12.6,Luke Babbitt,4.1,16,2.2,MIN,2.4,.048,5
0.5,,2010,287,4736,16.5,Kevin Seraphin,6.4,17,3.6,CHI,4.4,.045,5
3.8,University of Kentucky,2010,282,6683,23.7,Eric Bledsoe,9.8,18,3.3,OKC,12.2,.088,5
1.4,University of Texas at Austin,2010,242,5947,24.6,Avery Bradley,9.8,19,2.3,BOS,4.8,.039,5
1.3,Oklahoma State University,2010,196,3599,18.4,James Anderson,6.3,20,2.4,SAS,3.6,.047,4
0.5,Iowa State University,2010,17,121,7.1,Craig Brackins,1.8,21,1.1,OKC,-0.2,-0.089,2
0.8,University of Memphis,2010,94,1332,14.2,Elliot Williams,5.3,22,1.6,POR,0.6,.021,3
0.8,Clemson University,2010,274,5516,20.1,Trevor Booker,6.6,23,5.0,MIN,13.5,.118,5
0.7,University of Texas at Austin,2010,39,623,16.0,Damion James,3.8,24,3.4,ATL,0.0,-0.001,4
1.8,University of South Florida,2010,80,741,9.3,Dominique Jones,3.1,25,1.4,MEM,0.3,.017,3
0.7,University of Washington,2010,237,3870,16.3,Quincy Pondexter,4.5,26,1.9,OKC,6.7,.083,5
3.2,Xavier University,2010,257,6348,24.7,Jordan Crawford,12.2,27,2.6,NJN,5.2,.039,4
5.1,University of Maryland,2010,333,7903,23.7,Greivis Vasquez,9.2,28,2.6,MEM,11.2,.068,5
0.5,University of Kentucky,2010,51,542,10.6,Daniel Orton,2.8,29,2.5,ORL,1.0,.093,3
0.5,Marquette University,2010,72,591,8.2,Lazar Hayward,2.9,30,1.3,WAS,0.2,.020,3
,,2010,,,,Tibor Pleiss,,31,,NJN,,,
0.2,University of Texas at Austin,2010,50,347,6.9,Dexter Pittman,2.3,32,1.8,MIA,0.5,.068,4
0.1,Marshall University,2010,35,363,10.4,Hassan Whiteside,4.1,33,3.9,SAC,1.2,.163,3
1.2,"University of Nevada, Reno",2010,47,401,8.5,Armon Johnson,3.3,34,1.0,POR,-0.1,-0.015,2
,,2010,,,,Nemanja Bjelica,,35,,WAS,,,
,University of Mississippi,2010,,,,Terrico White,,36,,DET,,,
1.2,University of New Mexico,2010,5,39,7.8,Darington Hobson,0.8,37,0.6,MIL,-0.2,-0.225,1
0.6,Syracuse University,2010,5,24,4.8,Andy Rautins,1.6,38,0.2,NYK,-0.2,-0.314,1
1.7,Stanford University,2010,244,5983,24.5,Landry Fields,7.1,39,4.5,NYK,10.5,.084,5
3.3,University of Cincinnati,2010,237,6444,27.2,Lance Stephenson,9.2,40,4.7,IND,12.4,.092,5
0.4,Mississippi State University,2010,37,397,10.7,Jarvis Varnado,2.9,41,1.9,MIA,0.7,.089,2
,West Virginia University,2010,,,,Da'Sean Butler,,42,,MIA,,,
0.4,West Virginia University,2010,63,711,11.3,Devin Ebanks,3.6,43,1.9,LAL,0.5,.035,3
0.3,University of Tulsa,2010,50,369,7.4,Jerome Jordan,2.7,44,1.9,MIL,1.4,.188,2
,,2010,,,,Paulao Prestes,,45,,MIN,,,
0.0,Georgia Institute of Technology,2010,1,2,2.0,Gani Lawal,0.0,46,0.0,PHO,0.0,-0.009,1
,University of Oklahoma,2010,,,,Tiny Gallon,,47,,MIL,,,
,,2010,,,,Latavious Williams,,48,,MIA,,,
,,2010,,,,Ryan Richards,,49,,SAS,,,
0.2,Florida State University,2010,26,181,7.0,Solomon Alabi,1.5,50,2.3,DAL,0.0,.010,2
,Louisiana Tech University,2010,,,,Magnum Rolle,,51,,OKC,,,
0.5,University of Notre Dame,2010,70,871,12.4,Luke Harangody,3.6,52,2.8,BOS,0.9,.048,2
0.7,,2010,3,21,7.0,Pape Sy,2.3,53,1.0,ATL,0.0,-0.047,1
1.4,University of Oklahoma,2010,19,134,7.1,Willie Warren,1.9,54,0.6,LAC,0.2,.065,1
0.5,Western Kentucky University,2010,196,2172,11.1,Jeremy Evans,3.8,55,2.7,UTA,6.5,.144,5
0.1,Rutgers University,2010,33,157,4.8,Hamady N'Diaye,0.6,56,0.8,MIN,0.0,.013,3
0.0,Florida State University,2010,5,17,3.4,Ryan Reid,1.6,57,0.4,IND,0.1,.142,1
0.2,University of Texas at El Paso,2010,41,215,5.2,Derrick Caracter,2.0,58,1.0,LAL,0.3,.057,1
,University of Connecticut,2010,,,,Stanley Robinson,,59,,ORL,,,
,University of Miami,2010,,,,Dwayne Collins,,60,,PHO,,,
5.7,Duke University,2011,219,7553,34.5,Kyrie Irving,20.8,1,3.6,CLE,20.2,.128,4
0.6,University of Arizona,2011,257,5757,22.4,Derrick Williams,9.3,2,4.5,MIN,8.1,.068,4
0.5,,2011,253,5075,20.1,Enes Kanter,9.1,3,5.7,UTA,7.8,.074,4
0.9,University of Texas at Austin,2011,265,7775,29.3,Tristan Thompson,10.6,4,8.5,CLE,15.5,.096,4
0.7,,2011,182,4796,26.4,Jonas Valanciunas,10.8,5,7.8,TOR,14.7,.147,3
0.6,,2011,162,2455,15.2,Jan Vesely,3.6,6,3.5,WAS,4.0,.078,3
0.3,,2011,254,5300,20.9,Bismack Biyombo,4.2,7,6.0,SAC,7.0,.063,4
4.4,University of Kentucky,2011,253,8181,32.3,Brandon Knight,15.3,8,3.5,DET,8.7,.051,4
5.4,University of Connecticut,2011,261,8701,33.3,Kemba Walker,16.5,9,3.8,CHA,14.2,.078,4
1.4,Brigham Young University,2011,206,2928,14.2,Jimmer Fredette,6.5,10,1.0,MIL,2.3,.037,4
2.3,Washington State University,2011,266,8617,32.4,Klay Thompson,16.8,11,3.2,GSW,17.3,.096,4
1.9,University of Colorado,2011,228,5168,22.7,Alec Burks,10.3,12,2.8,UTA,6.9,.064,4
1.5,University of Kansas,2011,268,6512,24.3,Markieff Morris,10.8,13,5.2,PHO,12.7,.093,4
1.0,University of Kansas,2011,218,4427,20.3,Marcus Morris,8.4,14,3.5,HOU,7.8,.085,4
1.7,San Diego State University,2011,212,6036,28.5,Kawhi Leonard,11.4,15,6.0,IND,22.0,.175,4
1.6,University of Southern California,2011,223,6488,29.1,Nikola Vucevic,12.6,16,9.9,PHI,15.6,.115,4
2.2,Georgia Institute of Technology,2011,202,5288,26.2,Iman Shumpert,7.9,17,3.5,NYK,6.6,.060,4
0.6,Florida State University,2011,148,2605,17.6,Chris Singleton,4.1,18,3.2,WAS,2.3,.042,3
1.3,University of Tennessee,2011,195,4934,25.3,Tobias Harris,12.2,19,5.5,CHA,10.2,.099,4
0.9,,2011,147,2628,17.9,Donatas Motiejunas,7.1,20,3.8,MIN,4.8,.088,3
1.2,Duke University,2011,84,829,9.9,Nolan Smith,3.3,21,1.0,POR,-0.8,-0.047,2
1.1,Morehead State University,2011,243,6457,26.6,Kenneth Faried,12.0,22,8.6,DEN,21.6,.161,4
1.1,,2011,42,771,18.4,Nikola Mirotic,8.0,23,4.9,HOU,2.8,.177,1
3.0,Boston College,2011,232,4909,21.2,Reggie Jackson,9.1,24,3.0,OKC,10.0,.098,4
1.4,Providence College,2011,164,2876,17.5,MarShon Brooks,7.7,25,2.2,BOS,2.5,.041,3
0.8,University of Texas at Austin,2011,126,1674,13.3,Jordan Hamilton,5.8,26,2.8,DAL,2.7,.077,3
0.2,Purdue University,2011,36,298,8.3,JaJuan Johnson,3.2,27,1.6,NJN,0.2,.032,1
2.5,Cleveland State University,2011,263,5775,22.0,Norris Cole,6.3,28,1.8,CHI,2.1,.017,4
2.0,University of Texas at Austin,2011,165,2597,15.7,Cory Joseph,5.5,29,1.9,SAS,7.0,.129,4
1.9,Marquette University,2011,230,6634,28.8,Jimmy Butler,10.8,30,4.1,CHI,21.9,.159,4
0.8,,2011,40,904,22.6,Bojan Bogdanovic,7.5,31,2.6,MIA,0.9,.049,1
0.1,University of Richmond,2011,14,84,6.0,Justin Harper,1.4,32,0.9,CLE,-0.3,-0.145,1
1.0,Duke University,2011,205,5572,27.2,Kyle Singler,8.8,33,3.6,DET,8.2,.071,3
2.8,Butler University,2011,199,3109,15.6,Shelvin Mack,5.3,34,1.7,WAS,4.0,.062,4
0.4,"University of California, Los Angeles",2011,24,120,5.0,Tyler Honeycutt,1.2,35,1.0,SAC,-0.1,-0.049,2
0.3,University of Maryland,2011,43,635,14.8,Jordan Williams,4.6,36,3.6,NJN,1.3,.101,1
0.1,University of Georgia,2011,24,119,5.0,Trey Thompkins,2.4,37,1.0,LAC,0.0,.004,1
3.1,University of Florida,2011,253,8664,34.2,Chandler Parsons,14.3,38,5.2,HOU,21.3,.118,4
0.2,,2011,104,1034,9.9,Jeremy Tyler,3.6,39,2.6,CHA,0.3,.014,3
0.5,University of Wisconsin,2011,159,1948,12.3,Jon Leuer,4.9,40,2.9,MIL,4.6,.114,4
1.4,University of Michigan,2011,111,1308,11.8,Darius Morris,3.5,41,1.0,LAL,0.0,.002,4
,,2011,,,,Davis Bertans,,42,,IND,,,
1.4,"University of California, Los Angeles",2011,36,534,14.8,Malcolm Lee,3.9,43,1.8,CHI,0.4,.040,3
1.9,Hofstra University,2011,110,1334,12.1,Charles Jenkins,3.7,44,0.9,GSW,0.5,.017,2
0.3,University of Kentucky,2011,75,888,11.8,Josh Harrellson,3.5,45,3.0,NOH,2.1,.116,3
0.5,College of Charleston,2011,41,425,10.4,Andrew Goudelock,4.3,46,0.8,LAL,0.1,.008,2
0.5,University of Georgia,2011,10,45,4.5,Travis Leslie,1.4,47,0.9,LAC,0.1,.060,1
0.0,Oakland University,2011,3,9,3.0,Keith Benson,0.0,48,1.0,ATL,0.0,-0.005,1
0.9,University of Kansas,2011,38,296,7.8,Josh Selby,2.2,49,0.5,MEM,-0.7,-0.113,2
1.0,Temple University,2011,224,4228,18.9,Lavoy Allen,5.3,50,5.1,PHI,8.2,.093,4
,Ohio State University,2011,,,,Jon Diebler,,51,,POR,,,
0.2,University of Florida,2011,23,135,5.9,Vernon Macklin,2.0,52,1.5,DET,0.5,.161,1
0.4,University of Kentucky,2011,57,406,7.1,DeAndre Liggins,1.6,53,1.2,ORL,0.6,.071,3
,,2011,,,,Milan Macvan,,54,,CLE,,,
1.7,Purdue University,2011,217,3730,17.2,E'Twaun Moore,5.8,55,1.7,BOS,2.5,.032,4
,,2011,,,,Chukwudiebere Maduabum,,56,,LAL,,,
,,2011,,,,Targuy Ngombo,,57,,DAL,,,
,,2011,,,,Ater Majok,,58,,LAL,,,
,,2011,,,,Adam Hanga,,59,,SAS,,,
4.7,University of Washington,2011,250,7127,28.5,Isaiah Thomas,15.2,60,2.5,SAC,19.7,.133,4
1.4,University of Kentucky,2012,168,5533,32.9,Anthony Davis,18.8,1,9.4,NOH,24.4,.212,3
1.3,University of Kentucky,2012,167,4241,25.4,Michael Kidd-Gilchrist,8.5,2,5.8,CHA,6.8,.077,3
3.0,University of Florida,2012,161,5346,33.2,Bradley Beal,15.6,3,3.8,WAS,9.2,.082,3
2.8,Syracuse University,2012,169,4752,28.1,Dion Waiters,14.3,4,2.4,CLE,3.1,.031,3
0.5,University of Kansas,2012,164,2195,13.4,Thomas Robinson,4.6,5,4.3,SAC,1.8,.039,3
6.1,Weber State University,2012,205,7585,37.0,Damian Lillard,20.3,6,3.6,POR,22.1,.140,3
1.4,University of North Carolina,2012,197,5405,27.4,Harrison Barnes,9.6,7,4.5,GSW,9.9,.088,3
0.9,University of Washington,2012,194,4494,23.2,Terrence Ross,9.2,8,2.7,TOR,6.5,.069,3
0.5,University of Connecticut,2012,182,5073,27.9,Andre Drummond,11.4,9,11.3,DET,17.7,.168,3
2.3,Duke University,2012,167,3556,21.3,Austin Rivers,6.9,10,1.8,NOH,0.0,.000,3
0.5,University of Illinois at Urbana-Champaign,2012,128,1832,14.3,Meyers Leonard,4.5,11,3.5,POR,4.2,.109,3
1.2,University of Connecticut,2012,131,2215,16.9,Jeremy Lamb,7.4,12,2.3,HOU,5.0,.108,3
5.4,University of North Carolina,2012,130,2683,20.6,Kendall Marshall,5.3,13,1.7,PHO,1.5,.028,3
1.0,University of North Carolina,2012,158,3067,19.4,John Henson,8.2,14,5.6,MIL,6.2,.097,3
0.8,St. John's University,2012,178,4242,23.8,Maurice Harkless,7.2,15,3.6,PHI,5.3,.060,3
0.0,Iowa State University,2012,3,9,3.0,Royce White,0.0,16,0.0,HOU,0.0,-0.121,1
1.0,University of North Carolina,2012,185,3833,20.7,Tyler Zeller,7.4,17,5.0,DAL,7.7,.096,3
1.1,University of Kentucky,2012,99,2471,25.0,Terrence Jones,10.9,18,6.3,HOU,8.4,.164,3
0.4,St. Bonaventure University,2012,169,2583,15.3,Andrew Nicholson,6.4,19,3.2,ORL,2.1,.039,3
1.6,,2012,155,3180,20.5,Evan Fournier,8.9,20,2.2,DEN,3.6,.055,3
1.5,Ohio State University,2012,157,4026,25.6,Jared Sullinger,11.3,21,7.5,BOS,9.4,.112,3
0.0,Syracuse University,2012,6,36,6.0,Fab Melo,1.2,22,0.5,BOS,0.0,.021,1
0.9,Vanderbilt University,2012,77,1087,14.1,John Jenkins,5.5,23,1.5,ATL,1.6,.070,3
0.5,Oregon State University,2012,40,195,4.9,Jared Cunningham,1.9,24,0.5,CLE,0.1,.021,3
3.0,University of Washington,2012,137,2932,21.4,Tony Wroten,11.2,25,2.5,MEM,-0.7,-0.012,3
0.5,Duke University,2012,136,2859,21.0,Miles Plumlee,6.3,26,6.4,IND,5.8,.098,3
0.2,Mississippi State University,2012,59,729,12.4,Arnett Moultrie,3.6,27,3.1,MIA,1.7,.113,2
0.4,Baylor University,2012,124,1516,12.2,Perry Jones,3.7,28,1.8,OKC,1.9,.062,3
1.4,University of Kentucky,2012,88,835,9.5,Marquis Teague,2.3,29,1.0,CHI,-0.8,-0.046,2
0.3,Vanderbilt University,2012,99,1366,13.8,Festus Ezeli,2.8,30,3.8,GSW,2.0,.072,2
0.8,Vanderbilt University,2012,107,2166,20.2,Jeff Taylor,6.4,31,2.0,CHA,0.9,.019,3
,,2012,,,,Tomas Satoransky,,32,,WAS,,,
0.1,Florida State University,2012,76,603,7.9,Bernard James,2.1,33,2.3,CLE,1.3,.105,2
0.9,Marquette University,2012,195,3143,16.1,Jae Crowder,4.9,34,2.3,CLE,5.3,.081,3
1.7,Michigan State University,2012,199,4077,20.5,Draymond Green,5.9,35,4.9,GSW,9.2,.108,3
0.7,"University of California, Santa Barbara",2012,96,1011,10.5,Orlando Johnson,3.2,36,1.7,SAC,1.5,.074,2
0.6,Baylor University,2012,129,2000,15.5,Quincy Acy,4.0,37,3.7,TOR,3.8,.090,3
0.5,Baylor University,2012,60,821,13.7,Quincy Miller,4.5,38,2.5,DEN,0.0,-0.001,3
1.8,Texas A&M University,2012,146,3858,26.4,Khris Middleton,10.5,39,3.5,DET,6.1,.076,3
0.8,University of Memphis,2012,134,1470,11.0,Will Barton,3.9,40,1.8,POR,0.2,.006,3
0.9,University of Kansas,2012,61,491,8.0,Tyshawn Taylor,2.9,41,0.5,POR,-0.9,-0.088,2
0.8,University of Kentucky,2012,100,1272,12.7,Doron Lamb,3.5,42,1.0,MIL,0.1,.005,2
0.8,University of Virginia,2012,159,2435,15.3,Mike Scott,7.8,43,3.1,ATL,4.8,.095,3
0.6,University of Missouri,2012,41,407,9.9,Kim English,2.9,44,0.9,DET,0.2,.021,1
0.2,Louisiana State University,2012,27,325,12.0,Justin Hamilton,3.0,45,1.8,PHI,0.3,.038,2
0.9,University of Kentucky,2012,102,1460,14.3,Darius Miller,3.1,46,1.3,NOH,1.2,.040,3
0.1,Tennessee Technological University,2012,17,52,3.1,Kevin Murphy,0.9,47,0.2,UTA,-0.3,-0.272,1
2.3,,2012,32,666,20.8,Kostas Papanikolaou,5.0,48,3.2,NYK,0.7,.048,1
1.1,Norfolk State University,2012,155,2368,15.3,Kyle O'Quinn,5.6,49,4.5,ORL,5.0,.102,3
,,2012,,,,Izzet Turkyilmaz,,50,,DEN,,,
0.1,Syracuse University,2012,10,54,5.4,Kris Joseph,0.9,51,0.7,BOS,-0.1,-0.127,1
0.2,,2012,36,162,4.5,Ognjen Kuzmic,1.0,52,1.0,GSW,0.2,.061,2
0.4,,2012,14,139,9.9,Furkan Aldemir,1.4,53,3.9,LAC,0.2,.075,1
0.4,,2012,45,247,5.5,Tornike Shengelia,1.3,54,0.9,PHI,-0.2,-0.032,2
0.3,Marquette University,2012,7,21,3.0,Darius Johnson-Odom,0.0,55,0.9,DAL,-0.3,-0.597,2
,,2012,,,,Tomislav Zubcic,,56,,TOR,,,
,,2012,,,,Ilkan Karaman,,57,,NJN,,,
0.5,Purdue University,2012,85,1091,12.8,Robbie Hummel,3.7,58,2.5,MIN,1.7,.075,2
,University of Missouri,2012,,,,Marcus Denmon,,59,,SAS,,,
0.6,Gonzaga University,2012,133,1795,13.5,Robert Sacre,4.0,60,2.9,LAL,1.6,.043,3
0.6,"University of Nevada, Las Vegas",2013,90,1307,14.5,Anthony Bennett,4.9,1,3.4,CLE,0.0,-0.002,2
4.0,Indiana University,2013,115,3663,31.9,Victor Oladipo,14.6,2,4.0,ORL,3.2,.042,2
0.6,Georgetown University,2013,74,988,13.4,Otto Porter,3.7,3,2.2,WAS,1.4,.067,2
1.2,Indiana University,2013,122,2366,19.4,Cody Zeller,6.6,4,4.6,CHA,4.9,.099,2
0.3,University of Maryland,2013,84,1219,14.5,Alex Len,4.2,5,4.2,PHO,2.8,.109,2
1.5,University of Kentucky,2013,37,1116,30.2,Nerlens Noel,8.0,6,7.2,NOH,0.4,.018,1
1.2,University of Kansas,2013,122,3515,28.8,Ben McLemore,9.8,7,2.9,SAC,2.2,.030,2
0.8,University of Georgia,2013,121,2866,23.7,Kentavious Caldwell-Pope,7.9,8,2.4,DET,3.3,.055,2
5.5,University of Michigan,2013,110,3570,32.5,Trey Burke,12.8,9,2.8,MIN,1.8,.025,2
0.8,Lehigh University,2013,65,813,12.5,C.J. McCollum,5.0,10,1.1,POR,0.7,.042,2
6.6,Syracuse University,2013,102,3516,34.5,Michael Carter-Williams,16.3,11,6.2,PHI,0.5,.007,2
0.7,University of Pittsburgh,2013,121,2161,17.9,Steven Adams,4.6,12,5.1,OKC,5.0,.110,2
1.6,Gonzaga University,2013,108,2333,21.6,Kelly Olynyk,9.6,13,5.3,DAL,5.3,.109,2
0.7,"University of California, Los Angeles",2013,72,1105,15.3,Shabazz Muhammad,8.7,14,2.7,UTA,2.2,.096,2
2.0,,2013,117,3012,25.7,Giannis Antetokounmpo,8.5,15,5.0,MIL,4.0,.064,2
0.2,,2013,5,20,4.0,Lucas Nogueira,1.2,16,2.0,BOS,0.0,-0.050,1
2.5,,2013,88,1334,15.2,Dennis Schröder,5.7,17,1.5,ATL,0.1,.003,2
1.9,University of Miami,2013,86,1388,16.1,Shane Larkin,4.1,18,1.4,ATL,0.7,.025,2
0.9,,2013,48,639,13.3,Sergey Karasev,3.6,19,1.5,CLE,0.7,.056,2
0.8,University of New Mexico,2013,110,1588,14.4,Tony Snell,3.9,20,1.6,CHI,2.1,.064,2
1.3,University of Louisville,2013,99,1974,19.9,Gorgui Dieng,6.8,21,6.3,UTA,5.2,.128,2
0.9,Duke University,2013,111,2211,19.9,Mason Plumlee,8.5,22,5.4,BRK,7.9,.172,2
1.5,University of Arizona,2013,70,1561,22.3,Solomon Hill,6.7,23,3.3,IND,2.3,.071,2
1.1,University of Michigan,2013,121,2795,23.1,Tim Hardaway,10.4,24,1.6,NYK,3.4,.058,2
0.3,University of North Carolina,2013,68,658,9.7,Reggie Bullock,2.6,25,1.4,LAC,0.5,.039,2
0.8,University of Colorado,2013,72,1103,15.3,Andre Roberson,2.8,26,3.3,MIN,1.9,.085,2
0.6,,2013,86,1308,15.2,Rudy Gobert,4.3,27,5.2,DEN,3.8,.138,2
,,2013,,,,Livio Jean-Charles,,28,,SAS,,,
0.4,University of Kentucky,2013,64,626,9.8,Archie Goodwin,3.8,29,1.6,OKC,0.3,.027,2
0.5,,2013,24,142,5.9,Nemanja Nedovic,1.1,30,0.6,PHO,-0.4,-0.132,1
